model,gnafbar,nafmvhalf,nafmslope,nafmfactor,nafhvhalf,nafhslope,nafhfactor,gkdrbar,kdrnvhalf,kdrnslope,kdrnfactor,ghcnsbar,hcnratio,hcnmifo,hcnmiso,hcnmifd,hcnmisd,hcnffactor,hcnsfactor,gnapbar,napmvhalf,napmslope,napmfactor,naphvhalf,naphslope,naphfactor,gkabar,kamvhalf,kamslope,kamfactor,kahvhalf,kahslope,kahfactor,ghvabar,hvamvhalf,hvamslope,hvamfactor,hvahvhalf,hvahslope,hvahfactor,glvabar,lvamvhalf,lvamslope,lvamfactor,lvahvhalf,lvahslope,lvahfactor,gkmbar,kmvhalfl,kmkl,kmmfactor,gskbar,Rm,tauca,CM
88,5632572.5,-29.528584,7.6413388,0.968005,-26.475163,5.6031799,1.1131181,4751472.0,-20.484264,20.041382,0.936239,28760.756,1.744988,74.633049,-2.000278,10.135688,14.097353,0.85548103,1.0472831,36739.16,48.802891,4.1733618,0.81812298,44.097553,10.219491,1.114264,36698.797,-16.138958,12.908536,1.043067,-54.420921,7.574944,1.089583,151331.84,8.1315165,8.4520988,0.80547202,40.408947,8.2294321,1.132316,79513.008,-54.036369,8.1472244,0.90938902,-88.123436,7.0922089,1.154871,136219.84,-43.8843,-10.309726,0.97932398,26825.965,35255.527,147.19356,1.149879
89,4577071.0,-26.035109,8.8995991,0.81812298,-28.476446,6.2545738,1.114264,4661976.0,-15.493958,16.910242,1.043067,59753.301,1.716604,76.439568,0.10155,8.6187286,15.998615,0.80547202,1.136358,31583.623,52.007908,4.0466418,0.935785,48.632133,9.0757046,1.001663,37076.863,-14.428233,14.394188,0.84462798,-58.774315,8.0304537,0.80423599,158649.86,15.347313,9.4071856,0.90857798,35.809303,9.8598213,0.91553003,126849.66,-55.711674,6.9461098,0.91620803,-85.605782,7.7776589,0.976533,94924.734,-39.482494,-11.026119,1.071401,56974.871,27387.217,45.515137,0.91928601
90,6119561.5,-25.467043,10.93361,0.93258899,-25.870785,4.9600692,0.88081902,4836336.0,-17.708925,17.384417,0.92489499,25991.439,2.1334341,76.410347,1.921773,9.6928387,14.289477,1.018923,0.837273,24077.197,45.988384,4.9927559,1.153862,52.339542,9.6128035,1.013484,42909.098,-20.363382,14.786831,1.1285011,-54.714596,8.6345406,0.89721799,206628.09,12.317193,6.8362632,0.83063102,40.282383,8.5823507,1.12229,76054.922,-57.322285,7.3026681,0.871095,-86.423531,5.7255549,1.06141,125238.5,-42.260036,-9.5136738,1.047349,73636.195,75431.844,148.71832,1.11675
91,3505302.5,-22.026609,9.6122751,0.83099103,-23.267105,6.5770049,1.142922,2016104.8,-15.385641,19.27545,0.85703701,30523.064,1.68801,70.205727,2.4725931,10.504902,15.825255,1.148163,1.185028,50239.238,44.801174,3.9778271,1.036772,51.260368,9.5720587,1.055021,14243.723,-19.925545,15.323747,1.107648,-57.28862,7.736239,0.96287698,180442.38,12.11595,7.626318,0.90188199,35.987122,9.7377338,1.152222,43494.469,-57.100609,8.713891,0.87105,-84.929115,7.3753309,1.102486,118012.42,-36.707859,-8.2057781,1.0070519,28588.729,40801.43,138.41901,1.168911
92,6548269.0,-21.261429,9.5415182,0.96414697,-26.902412,7.2763371,1.034837,2817404.2,-20.31362,21.255192,1.079609,58217.98,1.7234581,77.852821,2.601634,8.5284271,17.723219,1.072171,0.97634,36710.496,48.758591,4.295145,1.051059,48.929485,8.8873749,0.98446602,34626.848,-14.561421,13.786687,0.82559401,-56.804825,9.5715742,0.84864599,337965.19,15.04688,7.6229849,1.14039,33.862827,9.9205999,1.0425349,140430.22,-49.994743,7.98208,1.1845289,-87.946907,6.7188811,1.078782,70046.547,-39.42614,-8.2251806,1.098405,72121.898,73382.023,46.732384,0.89404798
93,7434812.5,-22.006998,10.340493,1.100578,-23.71356,5.6530519,0.883232,6203884.0,-17.438271,22.899654,1.111496,44562.215,2.0164759,71.903847,3.101491,10.324718,18.834829,0.90209401,0.96192002,49178.598,45.681515,4.1133208,0.94282103,48.12027,11.04812,1.127445,47892.141,-18.760067,15.076967,0.85723001,-59.856216,8.4120331,1.185173,265528.72,13.557344,6.7914848,0.87671697,35.84351,8.3788929,0.863846,68925.984,-51.430344,7.304008,0.97242802,-88.464371,6.0330591,1.089354,138068.48,-40.440544,-9.3928041,1.102994,51220.703,69173.305,154.5381,1.134745
94,2453059.2,-26.852306,8.7035809,0.811221,-22.28187,5.096972,0.94843,3305358.2,-21.549519,15.921002,1.12769,51453.875,1.967411,75.708145,4.2754412,8.8197203,15.233904,1.091134,1.060769,63174.402,48.178883,5.200141,1.151352,51.949581,11.583699,0.82657701,26543.275,-13.735935,12.067332,0.88199699,-56.030121,8.2316856,0.92895198,338453.62,11.502411,7.9987078,0.91259003,36.331596,7.9530191,1.001457,48691.887,-50.443584,9.4839745,1.0250061,-89.846123,6.9253392,0.84264499,142138.38,-35.077827,-10.861639,1.0216579,63781.805,28788.48,50.586281,0.757855
95,5138380.0,-21.824392,10.779505,1.119103,-27.245657,5.6416922,1.036504,6066046.5,-18.247475,23.208019,0.845276,41564.027,1.903806,71.518272,6.7660222,10.514529,15.629175,0.82692701,1.141143,46639.125,45.798183,4.0659909,0.84953302,46.105076,8.3983631,1.188713,30568.404,-14.822018,13.395545,0.83319998,-56.741428,8.5327787,1.081206,147428.86,11.687578,8.8978968,0.94845599,41.502937,9.3633957,0.83664399,130192.76,-51.777805,8.0202446,0.95527899,-88.937057,7.0581412,0.897241,76533.68,-42.881943,-8.1692076,1.05639,38267.961,63145.867,62.773743,1.039255
96,3803896.2,-25.745569,8.8070574,0.88212597,-23.3167,5.7180648,0.87087399,3992224.2,-17.996908,19.008177,1.144182,62574.277,1.535251,79.083961,-0.218372,9.7683706,17.590282,1.1331379,0.84392798,48945.387,46.826405,4.5932951,1.154883,48.306377,11.335831,1.142542,30661.576,-16.875277,17.136894,0.809358,-61.006252,7.5392652,0.93540502,335116.69,12.272236,7.5478802,0.83603299,34.459808,8.2674589,1.099251,47744.074,-51.97187,8.0992174,1.144658,-89.172646,5.721611,0.83078599,142164.17,-35.635849,-8.16401,1.052235,95827.875,46427.762,145.52881,1.101241
97,7473677.5,-22.574451,9.324008,1.056989,-20.212507,4.9435558,0.87975001,2962925.8,-19.269867,22.860973,1.0468889,28566.037,1.5630569,71.659805,0.795165,10.750676,13.015691,1.018365,0.987432,60943.832,47.692356,3.7703061,0.83078599,48.109901,11.72217,1.183599,36146.992,-14.347708,14.642776,1.164201,-55.975189,8.2653894,0.93829799,113531.87,8.325141,8.7211285,0.944511,37.739948,8.1337414,1.0137531,79975.602,-51.86927,9.6965752,0.91013598,-87.014946,7.4044051,0.86408502,107836.05,-43.893848,-11.549808,0.80594599,97853.219,66171.906,57.038967,1.108744
98,8028758.0,-22.347269,8.3518448,0.96740198,-26.680317,6.061595,1.080547,3466263.2,-13.842499,19.660727,1.087779,62078.391,1.6567481,78.743332,1.071278,8.9975996,17.401077,1.003372,0.93067902,54378.91,44.309715,4.6436248,1.118868,47.663567,11.901385,0.86209798,25773.498,-21.656008,17.345156,0.81148601,-58.756271,9.506937,0.80781502,301920.5,11.835136,8.8785086,0.90661103,41.073154,9.3563128,1.181621,99287.617,-52.984409,8.6040058,1.1562819,-92.009476,6.8508382,1.159086,85376.695,-41.58868,-9.3460102,1.176939,82280.445,69030.352,129.90791,1.009626
99,5543814.5,-24.163395,7.8896179,1.1317689,-23.57653,6.2957368,1.13712,2563126.8,-13.552979,22.618504,1.183233,51986.406,1.995391,72.317223,-0.286486,9.8908787,16.929344,0.84121001,0.86571997,32307.17,49.017082,4.177341,1.123407,45.445492,11.499983,0.83585602,25289.191,-22.505142,13.739274,1.129706,-56.188786,9.6347141,0.90378398,258676.05,11.555057,8.0371618,1.115314,37.850876,10.155655,1.15093,96143.945,-56.386944,8.7963686,1.165235,-84.936958,7.2492852,0.909329,83019.695,-37.640759,-11.787036,1.031482,67104.422,67504.609,90.156418,0.85484201
100,5460488.0,-26.293274,9.4036436,1.0713921,-28.722443,6.8500972,1.1746089,5683886.5,-17.265701,19.798685,1.111124,22615.615,2.108808,71.264099,0.66645402,8.9001913,13.952063,1.029997,0.850398,49421.77,45.482399,5.2504702,1.100469,44.57383,8.9369316,0.93011701,27260.77,-21.725349,16.320049,0.86151302,-55.120541,8.6037331,1.071335,249090.56,13.820375,9.5244541,0.98821801,36.527355,7.768271,0.89546102,83459.492,-48.067501,6.6285329,1.045935,-86.848679,6.1124949,0.92673898,121571.1,-41.951225,-9.0627937,0.96436697,64773.105,32783.961,55.384136,1.223748
101,4843303.0,-24.70463,8.2063446,1.180102,-26.289371,6.6392212,1.0290771,2962128.2,-17.552343,17.034018,0.871373,44266.055,1.508835,70.535316,-0.50501299,9.5833597,18.388327,1.138136,1.072646,38052.152,49.739597,4.35256,1.146525,48.348911,11.370908,0.86656201,31981.205,-14.136588,13.810715,0.97062701,-56.285351,8.6114931,0.972431,329209.78,6.8383989,7.7759809,0.93072098,40.834915,9.3890047,1.052177,48735.0,-56.337631,8.4214172,0.85066801,-87.562164,5.89815,1.005123,108773.05,-40.149712,-9.5022593,0.95951998,63438.715,61431.906,120.40338,1.152879
102,2968391.8,-27.439573,9.7078695,0.94613898,-25.516815,6.6762171,0.84281802,2121753.0,-19.642056,22.678581,1.127535,22624.812,1.893577,77.965988,0.99279898,10.748798,12.776687,1.143034,1.07803,46895.336,46.554543,5.220294,0.887564,45.527111,11.077893,0.81504202,22343.373,-17.049475,17.104994,0.92524499,-57.414715,7.7214422,1.194659,344590.38,9.4070559,6.7966232,1.1924551,40.592209,8.4065704,0.86959398,42028.527,-53.31031,7.258388,1.057007,-92.005653,6.1492319,1.06002,94058.57,-43.300941,-10.864848,0.83681202,80680.867,45705.594,150.73926,0.84536099
103,4709613.5,-24.74633,9.2068329,0.84057802,-27.787254,6.2405391,1.097816,6193133.5,-16.333549,20.947306,1.037868,39179.52,1.936406,76.219818,0.57762301,11.155083,18.69673,1.089329,1.065665,54989.832,47.9814,4.5826311,1.100448,48.066311,8.9053898,1.198316,14397.389,-20.108576,17.687399,0.862459,-56.935497,8.4416103,0.80243897,231387.88,9.2306833,8.4841375,1.135771,38.294518,7.846983,1.003525,144761.58,-50.157501,7.0404181,0.95756298,-88.729546,7.7783699,0.891617,138025.66,-40.018101,-8.4626322,1.095485,28921.139,21872.217,67.731117,0.76682597
104,5282217.5,-23.828827,8.1485538,0.96302301,-18.83041,5.1474261,0.920205,5448665.0,-15.662187,16.794439,1.161544,31006.77,1.683314,78.628937,1.206947,9.2567186,13.687525,1.126633,0.88536698,57900.441,47.085526,5.0498819,1.1860991,46.062164,11.949808,0.993846,49463.664,-18.577108,14.506833,1.082106,-62.461033,8.3844013,0.87483299,171012.02,6.7176981,7.9917202,0.93471497,34.397804,8.2016058,0.85461098,73253.68,-56.417408,7.9763498,0.91435498,-90.713005,7.759768,1.076638,91923.75,-38.890602,-11.466957,0.96759802,67597.508,32861.578,136.6582,1.174763
105,6472807.0,-21.255947,10.777629,1.0122401,-27.913111,6.3424082,0.80739701,4855344.0,-15.228134,17.349936,0.80991101,51405.109,2.1790719,78.918663,2.5598869,10.234697,18.633951,0.88961703,0.96415699,39337.18,52.508724,4.4246912,1.0890599,50.800907,9.6679287,1.034138,29750.982,-19.982384,13.845943,1.045179,-53.613796,8.358943,1.128306,229757.61,11.537644,8.4425268,0.83761698,38.27932,8.2184286,0.93828398,110475.23,-56.070164,7.6864781,1.090068,-92.247093,6.6590629,0.83248299,132921.56,-35.312893,-8.9664898,0.87940401,101353.71,40637.785,80.901634,0.98589998
106,4799685.0,-25.284538,9.232872,0.93270499,-25.697428,6.383955,1.1754479,4187446.0,-14.447349,19.791122,1.017506,42145.504,1.56583,75.479317,0.65897,9.1764135,16.189676,0.854433,0.93711197,53983.648,44.617905,4.3880482,0.83248299,47.612988,11.851093,1.103351,19944.119,-13.639268,14.063778,0.94325298,-58.281998,9.252738,0.942891,248413.92,10.837122,9.1701612,1.179291,36.268063,8.9016628,0.80659598,102535.56,-51.321865,7.2183242,0.932643,-87.043686,7.8916011,1.065811,177577.89,-39.262505,-8.0161848,0.874129,31660.885,27257.703,99.415215,0.82011497
107,2278897.8,-24.894751,10.295449,0.87950999,-23.540203,5.433847,1.076811,2573246.8,-14.600101,23.307171,1.026306,35701.027,1.871845,71.306381,1.704308,11.054248,18.99835,1.083586,0.91393399,21398.338,43.836861,4.205483,0.836577,44.866657,8.7572317,1.160395,28969.504,-22.997318,16.910856,0.884516,-53.305676,7.4136748,1.130672,150367.61,9.1650076,8.9267359,1.125741,37.130386,9.9286413,0.92630601,136171.55,-55.474461,9.2628412,0.86868697,-85.550735,6.0273538,0.84677202,114069.05,-36.690594,-10.922811,1.11095,39814.488,77689.234,63.445114,1.003417
108,3339650.2,-22.12812,9.1546583,0.81210703,-20.589239,5.4026251,1.187773,2775306.5,-14.388196,17.477934,0.92259997,49495.102,2.0700469,74.330383,5.4095602,9.0592718,17.489824,0.87826198,1.129298,25757.576,51.314262,3.9717779,0.84677202,46.599411,11.301114,0.90771902,41651.516,-21.528912,17.768925,0.883573,-57.931667,8.4741516,0.890854,302360.72,6.1315222,9.0567846,1.013574,34.120766,7.2905669,1.0651079,42670.645,-55.98782,7.3447208,0.85482502,-90.327454,6.1711268,0.80634499,71866.297,-35.04063,-11.856626,0.96954298,42061.121,32313.793,153.39825,0.97982597
109,7254493.5,-23.551411,9.1320496,1.173649,-26.706223,5.6075311,1.019238,2482187.8,-14.861197,21.700228,0.87441498,30097.318,1.8496751,74.894844,5.307766,9.5330601,13.188782,1.026596,0.83659601,53106.539,49.380928,4.0906091,0.84495699,52.487679,8.6729431,0.80523503,21960.584,-18.920971,14.102957,1.174837,-58.553074,8.4825134,1.020344,110414.73,11.200962,7.2834411,0.96102798,35.229183,7.3412991,0.899804,119919.37,-49.992634,6.8566298,0.89478201,-84.023064,5.6100502,0.92862701,147873.95,-39.114964,-11.170974,0.93513697,73740.023,41830.113,120.11268,1.2052391
110,4716060.5,-25.415348,8.2470169,1.159358,-25.695009,5.6123428,1.140214,3272567.2,-19.769909,18.759134,1.179371,60927.5,1.94363,71.698082,0.96430498,10.113278,18.519522,1.060606,1.041357,45777.082,49.273193,3.9120591,1.191524,53.311035,10.232856,0.97340298,16583.25,-21.339911,17.877913,1.063439,-53.836979,9.3292952,1.089395,122235.58,14.285701,8.5972891,0.91859901,37.610874,8.8230286,1.033269,53971.438,-52.417152,8.7573919,1.176954,-90.825233,5.7057471,1.11929,104566.06,-38.052525,-10.16607,0.87792897,94534.711,79474.203,54.200455,1.139166
111,3795954.8,-23.101505,9.1788979,0.83603102,-26.20417,5.0102811,1.172708,4957264.0,-15.655741,22.159697,1.026161,53237.414,1.540448,76.314545,7.4412241,9.1355801,16.412516,1.04082,0.97435302,47222.617,45.816681,4.355854,1.082034,46.829971,10.671147,1.1263781,49782.875,-19.867378,17.796276,0.92682099,-58.193474,7.362679,0.812877,224856.23,8.4182596,9.7639799,0.970801,37.809296,9.8265648,1.050848,87165.57,-55.371563,7.737555,1.0643671,-85.031441,6.8068552,0.97312701,66903.922,-35.548698,-11.2629,0.97483701,71609.18,68636.812,133.27139,1.098285
112,2481615.2,-25.745106,8.9972267,1.149851,-19.516045,6.0430112,1.195304,3149610.5,-19.921267,22.470634,0.99413502,23496.715,1.840397,76.76976,1.95333,8.0900517,13.152625,1.1919301,1.023683,48919.531,48.560921,4.0224142,1.187731,51.760777,9.7670364,0.903817,26521.373,-13.323643,13.885138,0.96617299,-55.703094,8.9951448,1.014764,293307.19,7.506485,8.8044453,1.07283,32.892918,7.3278909,0.87271702,115116.03,-50.684761,9.0708294,1.099542,-84.533546,6.5278368,0.88303798,79521.875,-38.710285,-9.8032951,1.170022,63053.008,53771.832,111.94875,0.85874301
113,4219086.5,-21.862862,8.3502302,1.053699,-19.566561,5.0029311,1.12198,2276421.0,-15.668197,16.109995,1.012125,42602.941,1.529745,71.505089,4.3356361,8.1013489,16.35383,0.94298398,0.92587399,46544.172,46.876778,4.8728161,0.83723402,50.367916,10.877444,0.95651197,38397.047,-19.592484,14.284433,0.84403801,-56.534073,8.2944136,1.162186,283571.66,9.537138,8.1484261,0.81559199,38.33223,10.457513,0.86110401,86002.242,-49.811417,7.5541768,0.97825301,-87.723129,5.8046041,0.94738001,66974.938,-44.458729,-11.110428,1.086211,35821.859,48187.504,80.945679,1.080713
114,2275154.5,-27.839861,9.2330208,1.03532,-22.210255,5.6687212,1.007885,4792817.5,-15.027001,17.490044,0.84106898,55101.852,1.6663851,78.616882,3.0952001,8.5868788,15.889505,1.018784,1.186296,19117.141,49.121574,3.6478591,0.94629699,49.638561,9.2004509,0.99286097,14208.503,-22.547932,16.394539,0.81372499,-55.764397,7.7675219,0.953143,216678.59,11.066468,8.7655706,1.183472,32.731472,7.8711448,1.154593,99767.484,-54.677029,7.5581532,1.1097521,-84.324303,5.771472,0.86365801,136866.66,-36.264851,-10.824471,0.90782702,57426.879,66342.289,99.892197,0.77203798
115,6221338.5,-23.960905,9.6224537,0.97642797,-25.838348,6.1245751,0.929851,6054219.0,-18.631754,18.608973,0.80321401,33773.309,1.544543,69.972206,-1.828454,9.0830746,16.74909,1.06371,0.98215997,50966.559,44.692848,5.045773,1.158402,49.032352,11.438873,0.99037498,19978.402,-18.934479,16.890396,0.83193302,-61.189465,9.0222998,1.1203949,155754.78,6.4413962,6.992939,1.126852,36.70536,7.7585449,1.057757,126298.24,-54.18409,8.5995722,0.98401999,-90.889008,7.4112978,1.193795,162986.66,-37.510956,-9.6246271,0.88308299,37814.727,43421.184,104.92129,0.93257201
116,2945461.2,-25.125376,9.8426857,0.90645099,-19.119041,7.1336889,0.953134,4785820.5,-15.612995,18.387157,1.1461591,47012.133,1.69933,75.482895,-1.7318521,10.062707,18.021673,1.1302119,0.82953101,62112.508,47.933224,4.8310452,0.95910698,52.794933,11.581853,1.02918,30527.629,-15.103035,13.207993,1.109337,-57.141041,9.607893,0.84015101,352979.19,14.919104,9.5049801,0.87421799,39.749783,9.6670399,0.90932101,93838.375,-49.167385,9.0428286,0.980425,-83.631348,5.515254,0.972561,163064.31,-35.024189,-10.783453,0.863352,58370.398,29758.055,64.137459,1.03736
117,4270612.5,-22.484024,9.7885447,0.913903,-22.491108,4.9934478,1.0289069,5584623.0,-14.399689,16.299793,1.153824,37589.438,2.0214379,73.177681,6.8249331,11.349752,16.36396,0.99229503,1.127879,27267.943,51.433422,4.551177,1.171694,44.803764,11.872196,1.152764,43582.367,-21.444553,16.64987,1.074116,-60.266968,7.9152732,1.130545,294170.47,10.610623,9.9233084,0.82598299,36.314014,9.1560841,1.1990319,80129.992,-55.847202,7.923439,0.86505401,-91.016502,6.876771,0.98766601,131763.61,-35.131077,-9.9492245,1.018295,66182.492,46798.742,84.57383,1.216091
118,4870406.5,-24.236347,9.0748577,0.91105199,-19.922554,5.5720272,0.94202,1661184.5,-22.169205,17.525545,0.846636,41981.672,1.744558,71.708672,7.6989541,9.5761471,17.616484,0.94061798,0.94974798,49942.73,44.565453,4.0552258,1.116122,49.004631,10.393205,1.035282,14910.39,-16.548063,13.932216,1.0602061,-61.492741,6.6370878,1.006858,116802.52,8.0147095,8.3572092,0.92954099,35.2048,9.4235458,0.84689599,124764.59,-54.504833,7.2252569,1.087036,-83.886787,5.441443,0.98922598,158547.36,-42.457966,-8.9755888,1.051815,41444.609,69389.273,58.969589,0.79749203
